Level,Date and Time,Source,Event ID,lof_score,is_anomaly
Error,12/19/2016 3:46:14 PM,Schannel,36888.0,1.015797849326384,False
Error,12/19/2016 3:46:14 PM,Schannel,36888.0,1.015797849326384,False
Information,12/19/2016 3:39:38 PM,Service Control Manager,7036.0,97547261.02064756,True
Information,12/19/2016 3:39:17 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 3:38:47 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 3:31:30 PM,Service Control Manager,7036.0,195744836.15143275,True
Information,12/19/2016 3:30:10 PM,Service Control Manager,7036.0,147540232.03190613,True
Information,12/19/2016 3:26:39 PM,Service Control Manager,7036.0,195744836.15143275,True
Error,12/19/2016 3:25:35 PM,Schannel,36888.0,1.015797849326384,False
Error,12/19/2016 3:25:35 PM,Schannel,36888.0,1.015797849326384,False
Error,12/19/2016 3:23:53 PM,Schannel,36888.0,1.015797849326384,False
Error,12/19/2016 3:23:53 PM,Schannel,36888.0,1.015797849326384,False
Information,12/19/2016 3:09:17 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 3:08:47 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 3:03:05 PM,Service Control Manager,7036.0,153636935.826613,True
Information,12/19/2016 2:45:00 PM,Service Control Manager,7036.0,93645370.54982163,True
Information,12/19/2016 2:39:17 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 2:38:47 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 2:34:59 PM,Service Control Manager,7036.0,93645370.54982163,True
Information,12/19/2016 2:25:35 PM,Service Control Manager,7036.0,236552106.5816787,True
Information,12/19/2016 2:25:35 PM,Service Control Manager,7036.0,317028596.2965796,True
Information,12/19/2016 2:25:35 PM,Service Control Manager,7036.0,236552106.5816787,True
Information,12/19/2016 2:09:17 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 2:08:46 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 1:51:30 PM,Service Control Manager,7036.0,68283083.03024273,True
Information,12/19/2016 1:51:30 PM,Service Control Manager,7036.0,68283083.03024273,True
Information,12/19/2016 1:39:17 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 1:38:46 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 1:31:30 PM,Service Control Manager,7036.0,68283083.03024273,True
Information,12/19/2016 1:26:30 PM,Service Control Manager,7036.0,68283083.03024273,True
Information,12/19/2016 1:14:20 PM,Service Control Manager,7036.0,331660685.31020176,True
Information,12/19/2016 1:09:16 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 1:08:46 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 12:57:21 PM,Service Control Manager,7036.0,83240329.48813204,True
Information,12/19/2016 12:47:20 PM,Service Control Manager,7036.0,440669748.1479996,True
Information,12/19/2016 12:47:20 PM,Service Control Manager,7036.0,83240329.48813204,True
Information,12/19/2016 12:39:16 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 12:38:46 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 12:31:30 PM,Service Control Manager,7036.0,101449151.48709843,True
Information,12/19/2016 12:26:30 PM,Service Control Manager,7036.0,101449151.48709843,True
Information,12/19/2016 12:17:07 PM,Service Control Manager,7036.0,402626316.70500696,True
Information,12/19/2016 12:09:16 PM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 12:08:46 PM,Service Control Manager,7036.0,1.0,False
Error,12/19/2016 12:04:56 PM,Schannel,36888.0,1.0287760388485399,False
Error,12/19/2016 12:04:56 PM,Schannel,36888.0,1.0287760388485399,False
Information,12/19/2016 12:00:00 PM,EventLog,6013.0,1.1657141829764397,False
Information,12/19/2016 11:59:58 AM,Service Control Manager,7036.0,223627094.57324696,True
Information,12/19/2016 11:59:50 AM,Service Control Manager,7036.0,223627094.57324696,True
Information,12/19/2016 11:57:36 AM,Service Control Manager,7036.0,233869556.9063727,True
Information,12/19/2016 11:40:01 AM,Service Control Manager,7036.0,46822685.76760312,True
Information,12/19/2016 11:39:16 AM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 11:38:45 AM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 11:29:59 AM,Service Control Manager,7036.0,46822685.76760312,True
Information,12/19/2016 11:15:07 AM,Service Control Manager,7036.0,46822685.76760312,True
Information,12/19/2016 11:09:16 AM,Service Control Manager,7036.0,1.0,False
Information,12/19/2016 11:08:45 AM,Service Control Manager,7036.0,1.0,False
