timestamp,source_ip,dest_ip,log_source,anomaly_score,prediction,alert_level
2016-12-09T18:41:00.127559Z,172.16.1.24,142.104.64.196,tcp,0.8881947,1,HIGH
2016-12-15T18:47:02.299303Z,172.16.1.24,192.168.0.10,tcp,0.950611,1,HIGH
2016-12-09T18:03:55.936027Z,192.168.0.10,172.16.1.27,tcp,0.08375877,0,MEDIUM
2016-12-15T20:41:41.264873Z,172.16.1.27,134.87.157.129,tcp,0.005288443,0,NORMAL
2016-12-09T00:16:52.148651Z,172.16.1.24,192.168.0.10,tcp,0.0042019086,0,NORMAL
2016-12-15T18:22:15.303045Z,172.16.1.28,172.16.1.24,tcp,0.99193394,1,HIGH
2016-12-15T20:50:20.015477Z,134.87.157.129,172.16.1.19,tcp,0.010419931,0,NORMAL
2016-12-19T18:21:13.284341Z,134.87.157.129,172.16.1.20,tcp,0.2627311,0,MEDIUM
2016-12-15T17:58:14.782131Z,172.16.1.24,172.16.1.28,tcp,0.9753057,1,MEDIUM
2016-12-15T18:09:14.459181Z,172.16.1.24,142.104.64.196,tcp,0.95298475,1,HIGH
2016-12-19T17:39:04.110525Z,172.16.1.24,172.16.1.28,tcp,0.6574943,1,HIGH
2016-12-09T18:19:48.105701Z,172.16.1.28,172.16.1.24,tcp,0.9343862,1,HIGH
2016-12-09T18:06:31.824425Z,172.16.1.27,134.87.154.134,tcp,0.0044538267,0,NORMAL
2016-12-09T19:21:41.492863Z,192.168.0.10,172.16.1.24,tcp,0.9795436,1,HIGH
2016-12-19T17:44:52.607422Z,172.16.1.24,192.168.0.10,tcp,0.9075886,1,HIGH
2016-12-19T17:37:48.311770Z,172.16.1.24,192.168.0.10,tcp,0.8443216,1,HIGH
2016-12-09T19:43:15.151387Z,142.104.64.196,172.16.1.24,tcp,0.964968,1,HIGH
2016-12-15T20:27:25.530683Z,192.168.0.10,172.16.1.24,tcp,0.9878861,1,HIGH
2016-12-19T18:30:28.064726Z,142.104.64.196,172.16.1.24,tcp,0.64675283,1,HIGH
2016-12-09T18:42:31.040137Z,134.87.154.134,172.16.1.19,tcp,0.07966681,0,MEDIUM
2016-12-19T18:29:15.047114Z,142.104.64.196,172.16.1.20,tcp,0.19416738,0,MEDIUM
2016-12-15T18:19:26.417355Z,172.16.1.24,172.16.1.28,tcp,0.9862666,1,MEDIUM
2016-12-15T20:30:13.718928Z,192.168.0.10,172.16.1.24,tcp,0.98638815,1,MEDIUM
2016-12-15T20:38:12.147616Z,172.16.1.28,172.16.1.24,tcp,0.99804085,1,HIGH
2016-12-09T00:25:31.712773Z,192.168.0.10,172.16.1.24,tcp,0.0017168451,0,NORMAL
2016-12-09T19:04:13.594659Z,172.16.1.24,172.16.1.28,tcp,0.96711904,1,HIGH
2016-12-15T21:03:36.668300Z,172.16.1.27,134.87.157.129,tcp,0.0054315263,0,NORMAL
2016-12-15T17:38:05.499875Z,172.16.1.28,172.16.1.24,tcp,0.086387016,0,MEDIUM
2016-12-09T01:06:52.224636Z,172.16.1.28,172.16.1.24,tcp,0.0052298484,0,NORMAL
2016-12-15T17:31:32.434381Z,172.16.1.19,134.87.157.129,tcp,0.00419567,0,MEDIUM
2016-12-15T18:07:30.713680Z,172.16.1.28,172.16.1.24,tcp,0.99644524,1,HIGH
2016-12-09T19:27:52.916308Z,192.168.0.10,172.16.1.27,tcp,0.9822234,1,HIGH
2016-12-09T19:22:17.255480Z,172.16.1.24,142.104.64.196,tcp,0.9679243,1,HIGH
2016-12-09T18:57:58.679560Z,172.16.1.28,172.16.1.24,tcp,0.97926694,1,MEDIUM
2016-12-19T17:23:56.699716Z,172.16.1.27,134.87.157.129,tcp,0.04197698,0,MEDIUM
2016-12-09T19:20:19.739350Z,192.168.0.10,172.16.1.24,tcp,0.9795436,1,HIGH
2016-12-15T18:05:16.713704Z,172.16.1.27,134.87.157.129,tcp,0.009025588,0,NORMAL
2016-12-19T17:35:27.692504Z,134.87.157.129,172.16.1.19,tcp,0.044835415,0,NORMAL
2016-12-15T18:17:00.864635Z,172.16.1.24,192.168.0.10,tcp,0.9252458,1,HIGH
2016-12-09T18:56:37.884513Z,134.87.154.134,172.16.1.19,tcp,0.07966681,0,MEDIUM
2016-12-09T19:15:57.133471Z,192.168.0.10,172.16.1.27,tcp,0.9846234,1,HIGH
2016-12-15T18:24:55.148902Z,172.16.1.28,172.16.1.24,tcp,0.9910746,1,HIGH
2016-12-19T18:21:11.091542Z,134.87.157.129,172.16.1.20,tcp,0.21298309,0,MEDIUM
2016-12-09T19:37:02.918465Z,192.168.0.10,172.16.1.27,tcp,0.9845263,1,HIGH
2016-12-09T18:59:56.936837Z,172.16.1.27,206.12.48.43,tcp,0.21034543,1,MEDIUM
2016-12-15T20:58:18.318982Z,134.87.157.129,172.16.1.27,tcp,0.0062433654,0,NORMAL
2016-12-15T21:00:34.889440Z,172.16.1.20,134.87.157.129,tcp,0.0207871,0,NORMAL
2016-12-15T20:16:41.420759Z,192.168.0.10,172.16.1.24,tcp,0.9878861,1,HIGH
2016-12-09T18:32:17.559930Z,192.168.0.10,142.104.64.196,tcp,0.33156812,1,MEDIUM
2016-12-09T17:56:58.263082Z,172.16.1.23,134.87.154.134,tcp,0.022214647,0,NORMAL
2016-12-15T19:57:57.583041Z,192.168.0.10,172.16.1.24,tcp,0.9887826,1,HIGH
2016-12-16T17:42:08.250351Z,134.87.157.129,172.16.1.19,tcp,0.007706659,0,NORMAL
2016-12-15T17:22:53.426712Z,172.16.1.24,142.104.64.196,tcp,0.8508614,1,HIGH
2016-12-09T17:49:50.093471Z,172.16.1.28,172.16.1.24,tcp,0.93917334,1,HIGH
2016-12-15T18:00:37.234008Z,172.16.1.28,172.16.1.24,tcp,0.99537957,1,HIGH
2016-12-15T20:31:23.900914Z,134.87.157.129,172.16.1.19,tcp,0.010493546,0,NORMAL
2016-12-15T18:17:13.684353Z,192.168.0.10,172.16.1.24,tcp,0.9713779,1,HIGH
2016-12-09T00:24:03.517381Z,172.16.1.27,134.87.154.134,tcp,0.0035330246,0,NORMAL
2016-12-15T19:59:35.439201Z,134.87.157.129,172.16.1.27,tcp,0.018871143,0,NORMAL
2016-12-19T18:21:10.317546Z,172.16.1.20,142.104.64.196,tcp,0.12482593,0,MEDIUM
2016-12-15T21:05:10.138014Z,172.16.1.27,134.87.157.129,tcp,0.0050229486,0,NORMAL
2016-12-09T17:23:22.269215Z,134.87.154.134,172.16.1.24,tcp,0.37032557,0,MEDIUM
2016-12-09T18:21:29.594492Z,134.87.154.134,172.16.1.19,tcp,0.08017312,0,NORMAL
2016-12-16T17:34:11.033084Z,172.16.1.24,172.16.1.28,tcp,0.8060609,1,HIGH
2016-12-15T18:07:41.225129Z,172.16.1.24,192.168.0.10,tcp,0.9677962,1,HIGH
2016-12-15T18:34:16.665829Z,172.16.1.28,172.16.1.24,tcp,0.9922437,1,HIGH
2016-12-09T19:16:22.940409Z,172.16.1.20,134.87.154.134,tcp,0.011066643,0,NORMAL
2016-12-15T18:11:53.858377Z,172.16.1.27,142.104.64.196,tcp,0.3147497,0,MEDIUM
2016-12-15T18:10:27.328490Z,192.168.0.10,172.16.1.24,tcp,0.98112166,1,HIGH
2016-12-15T21:02:16.650449Z,172.16.1.27,134.87.157.129,tcp,0.0045606275,0,NORMAL
2016-12-09T17:53:12.416352Z,172.16.1.27,134.87.154.134,tcp,0.008498906,0,NORMAL
2016-12-15T17:30:06.609854Z,172.16.1.28,172.16.1.24,tcp,0.086387016,0,MEDIUM
2016-12-09T18:21:53.228305Z,172.16.1.24,142.104.64.196,tcp,0.5779222,1,HIGH
2016-12-15T20:28:49.895772Z,172.16.1.28,172.16.1.24,tcp,0.99835545,1,HIGH
2016-12-15T18:26:40.471291Z,172.16.1.24,172.16.1.28,tcp,0.9763727,1,HIGH
2016-12-09T18:19:07.331220Z,172.16.1.24,142.104.64.196,tcp,0.8981573,1,HIGH
2016-12-15T17:49:05.625332Z,172.16.1.28,172.16.1.24,tcp,0.9880938,1,HIGH
2016-12-19T17:42:12.590638Z,134.87.157.129,172.16.1.27,tcp,0.08962343,0,NORMAL
2016-12-15T18:03:32.492488Z,134.87.157.129,172.16.1.19,tcp,0.014752007,0,NORMAL
2016-12-19T17:19:45.231509Z,142.104.64.196,192.168.0.10,tcp,0.063316494,0,MEDIUM
2016-12-15T18:35:58.352631Z,192.168.0.10,172.16.1.24,tcp,0.9720563,1,HIGH
2016-12-09T18:41:13.684884Z,172.16.1.23,134.87.154.134,tcp,0.013616877,0,NORMAL
2016-12-15T17:39:27.059374Z,172.16.1.28,172.16.1.24,tcp,0.9558541,1,HIGH
2016-12-15T17:38:04.757366Z,192.168.0.10,142.104.64.196,tcp,0.027661402,0,NORMAL
2016-12-19T18:11:07.196960Z,142.104.64.196,172.16.1.24,tcp,0.6983555,1,HIGH
2016-12-19T17:44:55.542315Z,172.16.1.27,134.87.157.129,tcp,0.030969204,0,MEDIUM
2016-12-19T17:43:16.964104Z,172.16.1.24,172.16.1.28,tcp,0.73369503,1,HIGH
2016-12-19T17:39:08.520094Z,134.87.157.129,172.16.1.24,tcp,0.67887866,0,MEDIUM
2016-12-09T19:14:26.724390Z,172.16.1.24,192.168.0.10,tcp,0.9490024,1,HIGH
2016-12-09T19:14:40.801963Z,172.16.1.27,134.87.154.134,tcp,0.01744572,0,NORMAL
2016-12-16T17:56:45.699674Z,192.168.0.10,172.16.1.24,tcp,0.7928203,1,HIGH
2016-12-15T21:02:18.545311Z,172.16.1.27,134.87.157.129,tcp,0.0042713867,0,NORMAL
2016-12-15T19:59:29.689169Z,172.16.1.28,172.16.1.24,tcp,0.9986816,1,HIGH
2016-12-09T17:26:26.610092Z,172.16.1.28,172.16.1.24,tcp,0.5168353,1,HIGH
2016-12-15T20:59:31.514456Z,172.16.1.20,134.87.157.129,tcp,0.016204013,0,NORMAL
2016-12-09T19:23:37.093107Z,172.16.1.20,142.104.64.196,tcp,0.17867795,0,MEDIUM
2016-12-15T17:32:25.897804Z,172.16.1.24,172.16.1.28,tcp,0.24897042,0,MEDIUM
2016-12-09T19:10:44.000772Z,172.16.1.27,192.168.0.10,tcp,0.9624273,1,HIGH
2016-12-09T18:56:38.460124Z,172.16.1.28,172.16.1.24,tcp,0.97790533,1,MEDIUM
2016-12-15T19:57:00.039900Z,172.16.1.24,192.168.0.10,tcp,0.97075593,1,HIGH
2016-12-09T00:15:13.428099Z,192.168.0.10,172.16.1.24,tcp,0.0017168451,0,NORMAL
2016-12-16T17:21:07.004922Z,172.16.1.28,172.16.1.24,tcp,0.16678151,1,MEDIUM
2016-12-09T00:20:05.739830Z,172.16.1.24,134.87.154.134,tcp,0.0035607084,0,NORMAL
2016-12-15T17:33:53.588196Z,172.16.1.24,134.87.157.129,tcp,0.1250778,0,MEDIUM
2016-12-09T19:16:00.058070Z,172.16.1.28,172.16.1.24,tcp,0.99411964,1,HIGH
2016-12-15T17:31:32.893854Z,134.87.157.129,172.16.1.19,tcp,0.007944166,0,NORMAL
2016-12-15T20:00:49.951516Z,192.168.0.10,172.16.1.24,tcp,0.9859167,1,HIGH
2016-12-09T19:07:45.199043Z,134.87.154.134,172.16.1.19,tcp,0.10052739,0,MEDIUM
2016-12-15T19:56:49.049517Z,172.16.1.28,172.16.1.24,tcp,0.9986816,1,HIGH
2016-12-09T19:09:08.946229Z,192.168.0.10,172.16.1.27,tcp,0.98410416,1,HIGH
2016-12-15T20:38:16.948020Z,172.16.1.24,142.104.64.196,tcp,0.9167274,1,HIGH
2016-12-15T18:38:59.585113Z,172.16.1.28,172.16.1.24,tcp,0.98846626,1,HIGH
2016-12-09T17:47:10.096960Z,134.87.154.134,172.16.1.27,tcp,0.030119121,0,MEDIUM
2016-12-09T19:32:33.037237Z,172.16.1.27,192.168.0.10,tcp,0.96727115,1,HIGH
2016-12-15T18:13:13.764668Z,172.16.1.28,172.16.1.24,tcp,0.9957711,1,HIGH
2016-12-09T18:46:25.897797Z,192.168.0.10,172.16.1.24,tcp,0.9647302,1,HIGH
2016-12-09T19:40:48.728912Z,172.16.1.24,142.104.64.196,tcp,0.9529869,1,HIGH
