log_id,source,is_anomaly,anomaly_score_raw
0,system,False,1.0167644706865853
1,system,False,1.0167644706865853
2,system,True,97547261.02064756
3,system,False,1.0
4,system,False,1.0
5,system,True,195744836.15143275
6,system,True,147540232.03190613
7,system,True,195744836.15143275
8,system,False,1.0167644706865853
9,system,False,1.0167644706865853
10,system,False,1.0167644706865853
11,system,False,1.0167644706865853
12,system,False,1.0
13,system,False,1.0
14,system,True,153636935.826613
15,system,True,93645370.54982165
16,system,False,1.0
17,system,False,1.0
18,system,True,93645370.54982165
19,system,True,236552106.5816787
20,system,True,317028596.2965796
21,system,True,236552106.5816787
22,system,False,1.0
23,system,False,1.0
24,system,True,68283083.03024273
25,system,True,68283083.03024273
26,system,False,1.0
27,system,False,1.0
28,system,True,68283083.03024273
29,system,True,68283083.03024273
30,system,True,331660685.31020176
31,system,False,1.0
32,system,False,1.0
33,system,True,83240329.48813204
34,system,True,440669748.1479996
35,system,True,83240329.48813204
36,system,False,1.0
37,system,False,1.0
38,system,True,101449151.48709844
39,system,True,101449151.48709844
40,system,True,402626316.70500696
41,system,False,1.0
42,system,False,1.0
43,system,False,1.0313061586463494
44,system,False,1.0313061586463494
45,system,False,1.170319587998726
46,system,True,223627094.57324696
47,system,True,223627094.57324696
48,system,True,233869556.9063727
49,system,True,46822685.76760312
50,system,False,1.0
51,system,False,1.0
52,system,True,46822685.76760312
53,system,True,46822685.76760312
54,system,False,1.0
55,system,False,1.0
56,system,True,233869556.9063727
57,system,True,46822685.76760312
58,system,False,1.3840716310915404
59,system,True,63405720.34887543
60,system,True,63405720.34887543
61,system,True,53650994.17212538
62,system,False,1.0
63,system,False,1.0
64,system,True,117056713.03883111
65,system,False,1.2915373462775592
66,system,False,1.3532172241219738
67,system,False,1.2915373462775592
68,system,False,1.018316498247707
69,system,False,1.0
70,system,False,1.0
71,system,False,1.018316498247707
72,system,False,1.274557297009045
73,system,False,1.018316498247707
74,system,True,107301986.93699798
75,system,False,0.9924350649520806
76,system,False,0.9992394179917004
77,system,False,0.9924350649520806
78,system,False,1.018316498247707
79,system,False,1.0
80,system,False,1.0
81,system,True,171683178.59930262
82,system,False,1.018316498247707
83,system,True,136566165.06981564
84,system,False,1.0077513995336786
85,system,False,1.0077513995336786
86,system,True,93320213.1207052
87,system,True,375556952.0794932
88,system,False,1.0
89,system,False,1.0
90,system,True,79663596.61035809
91,system,True,375556952.0794932
92,system,True,79663596.61035809
93,system,False,1.0
94,system,False,1.0
95,system,True,93320213.1207052
96,system,True,79988754.24470875
97,system,False,1.0
98,system,False,1.0
99,system,True,79988754.24470875
100,system,True,79988754.24470875
101,system,False,1.0
102,system,True,443840034.0939464
103,system,False,1.0
104,system,True,96571788.34239228
105,system,True,512123116.1083997
106,system,True,96571788.34239228
107,system,False,1.0
108,system,False,1.0
109,system,True,119983130.87388133
110,system,True,119983130.87388133
111,system,False,1.0
112,system,False,1.0
113,system,True,512123116.1083997
114,system,True,88442850.00855784
115,system,False,1.0
116,system,False,1.0
117,system,True,102424623.98083484
118,system,False,1.0
119,system,False,1.0
120,system,True,102424623.98083484
121,system,False,1.4852112653072151
122,system,True,88442850.00855784
123,system,False,1.4852112653072151
124,system,True,102424623.98083484
125,system,False,2.6051565535421712
126,system,False,1.0
127,system,False,1.0
128,system,True,95596315.89085792
129,system,True,81939699.41314813
130,system,False,1.5384601675899252
131,system,False,1.4899364702089566
132,system,False,1.4901360281311302
133,system,True,141936976.05494112
134,system,True,81939699.41314813
135,system,True,152173726.49139386
136,system,True,95596315.89085792
137,system,False,1.0
138,system,False,1.0
139,system,True,95596315.89085792
140,system,True,113154822.8636686
141,system,True,95596315.89085792
142,system,True,113154822.8636686
143,system,False,1.0
144,system,False,1.0
145,system,True,75111391.15371911
146,system,True,367509303.52962106
147,system,True,99498206.13534622
148,system,False,1.0
149,system,False,1.0
150,system,True,122909548.66131
151,system,True,122909548.66131
152,system,True,367509303.52962106
153,system,False,1.3541123968452509
154,system,False,1.3541123968452509
155,system,False,1.0
156,system,False,1.0
157,system,True,99498206.13534622
158,system,False,1.410613940752762
159,system,False,1.5217715452493887
160,system,False,1.0
161,system,False,1.0
162,system,False,1.570889405802403
163,system,False,1.570889405802403
164,system,False,1.0
165,system,False,1.0
166,system,False,1.570889405802403
167,system,True,78037809.0522323
168,system,False,1.0
169,system,False,1.0
170,system,True,443840034.0939464
171,system,True,68283082.95195328
172,system,False,1.0
173,system,False,1.0
174,system,True,443840034.0939464
175,system,True,68283082.95195328
176,system,True,78037809.0522323
177,system,True,55927096.752671264
178,system,False,1.0
179,system,False,1.0
180,system,True,55927096.752671264
181,system,True,55927096.752671264
182,system,True,55927096.752671264
183,system,False,1.0
184,system,False,1.0
185,system,True,55927096.752671264
186,system,True,196069993.65410665
187,system,False,1.0
188,system,False,1.0
189,system,True,90718952.75766376
190,system,True,196069993.65410665
191,system,True,90718952.75766376
192,system,True,196069993.65410665
193,system,False,1.0
194,system,False,1.0
195,system,True,196069993.65410665
196,system,True,261426657.8739195
197,system,False,1.0
198,system,False,1.0
199,system,True,220456808.5604694
200,system,True,261426657.8739195
201,system,True,220456808.5604694
202,system,True,106651671.99708444
203,system,True,106651671.99708444
204,system,True,261426657.8739195
205,system,False,1.0
206,system,False,1.0
207,system,False,13331459.869488494
208,system,True,62105090.24905677
209,system,False,13331459.869488494
210,system,False,1.0
211,system,False,1.0
212,system,False,13331459.869488496
213,system,False,13331459.869488496
214,system,False,1.0
215,system,False,1.0
216,system,False,13331459.869488496
217,system,True,88768007.67333469
218,system,True,409698493.08671975
219,system,False,1.0
220,system,False,1.0
221,system,True,75111391.15436015
222,system,False,2.127696682065476
223,system,False,2.127696682065476
224,system,True,409698493.08671975
225,system,True,75111391.15436015
226,system,False,1.0
227,system,False,1.0
228,system,True,88768007.67333469
229,system,True,53325836.49374346
230,system,False,1.0
231,system,False,1.0
232,system,True,53325836.49374346
233,system,True,53325836.49374346
234,system,True,53325836.49374346
235,system,False,1.0
236,system,False,1.0
237,system,True,53325836.49374346
238,system,True,204849247.4100265
239,system,False,1.0
240,system,False,1.0
241,system,False,0.9945945946395242
242,system,False,0.9945945946395244
243,system,True,204849247.4100265
244,system,False,0.9945945946395242
245,system,False,0.9945945946395244
246,system,False,1.0
247,system,False,1.0
248,system,False,0.9945945946395244
249,system,False,0.9945945946395244
250,system,True,196069993.65410665
251,system,False,1.0
252,system,False,1.0
253,system,True,174121860.06409463
254,system,True,196069993.65410665
255,system,True,174121860.06409463
256,system,True,196069993.65410665
257,system,False,1.0
258,system,False,1.0
